-1.096774193548387075e+03 -1.000000000000000000e+03 5.056710447853631507e+01
1.741935483870967801e+03 6.000000000000000000e+02 8.869064113811104733e+01
-3.225806451612902492e+02 1.000000000000000000e+03 7.122142457530779325e+01
4.516129032258063489e+02 -4.666666666666666288e+02 5.075309509168801725e+01
-1.741935483870967801e+03 3.333333333333334849e+02 5.131945511353429623e+01
-5.806451612903226760e+02 -6.666666666666662877e+01 1.079317006871928697e+03
7.096774193548385483e+02 4.666666666666667425e+02 9.730589613067664345e+01
1.354838709677419502e+03 -3.333333333333332575e+02 5.983097180892551847e+01
-3.225806451612902492e+02 -8.666666666666666288e+02 5.707902563787661165e+01
-1.096774193548387075e+03 8.666666666666667425e+02 8.454165853808177644e+01
-1.612903225806451701e+03 -4.666666666666666288e+02 8.257066384933105496e+01
6.451612903225804985e+01 2.000000000000000000e+02 8.507032966202599482e+02
-1.225806451612903174e+03 6.666666666666674246e+01 7.126076823912184182e+02
1.225806451612903402e+03 8.666666666666667425e+02 8.446364532719888985e+01
1.935483870967741495e+02 7.333333333333334849e+02 1.270888580890259476e+02
-9.677419354838709751e+02 -4.666666666666666288e+02 9.499920563691614461e+02
8.387096774193546480e+02 -6.666666666666662877e+01 3.823262741707982855e+02
-7.096774193548387757e+02 4.666666666666667425e+02 6.179139672876118539e+02
1.741935483870967801e+03 6.666666666666674246e+01 1.073328921171742252e+02
1.225806451612903402e+03 3.333333333333334849e+02 7.055599551335340038e+02
-6.451612903225804985e+01 -3.333333333333332575e+02 3.507680717207330758e+02
-1.483870967741935601e+03 7.333333333333334849e+02 5.179023757396226557e+01
-3.225806451612902492e+02 3.333333333333334849e+02 1.147379765109241362e+03
-4.516129032258063489e+02 -4.666666666666666288e+02 5.068395724986552864e+02
4.516129032258063489e+02 6.666666666666674246e+01 4.496933738652038528e+02
-1.741935483870967801e+03 -6.666666666666662877e+01 8.722955713399365152e+01
-7.096774193548387757e+02 -8.666666666666666288e+02 1.728239140239833773e+02
-7.096774193548387757e+02 1.000000000000000000e+03 6.330915409699589702e+01
-1.096774193548387075e+03 4.666666666666667425e+02 3.660313642627309605e+02
-1.354838709677419502e+03 -7.333333333333332575e+02 9.140587867614522111e+01
-1.354838709677419502e+03 -2.000000000000000000e+02 7.316618599570593915e+02
6.451612903225804985e+01 -6.000000000000000000e+02 6.097136173804462089e+01
1.354838709677419502e+03 6.666666666666674246e+01 5.045352789453545483e+02
-8.387096774193548754e+02 2.000000000000000000e+02 8.483879999726013921e+02
3.225806451612902492e+02 4.666666666666667425e+02 2.112582609230345838e+02
9.677419354838707477e+02 -3.333333333333332575e+02 1.012940502256807918e+02
3.225806451612902492e+02 -2.000000000000000000e+02 3.162357989737961361e+02
-1.935483870967741495e+02 -6.666666666666662877e+01 9.768061696279007720e+02
1.612903225806451701e+03 3.333333333333334849e+02 3.241500513058786055e+02
-1.935483870967741495e+02 6.000000000000000000e+02 5.726557015755035991e+02
1.096774193548387302e+03 6.000000000000000000e+02 3.075842708697044259e+02
-5.806451612903226760e+02 7.333333333333334849e+02 2.836048167959022521e+02
9.677419354838707477e+02 2.000000000000000000e+02 4.701458647609289301e+02
-1.354838709677419502e+03 3.333333333333334849e+02 2.732485586644052091e+02
-7.096774193548387757e+02 -3.333333333333332575e+02 1.158595446270044704e+03
-9.677419354838709751e+02 -6.666666666666662877e+01 9.384638125541505360e+02
1.612903225806451701e+03 -2.000000000000000000e+02 6.371757977889327407e+01
1.483870967741935601e+03 7.333333333333334849e+02 1.596689117854697315e+02
-6.451612903225804985e+01 8.666666666666667425e+02 1.322695409881403066e+02
