9.317072314518876075e-01 2.145815827379153440e+00 4.486361175302429061e+00 8.525329076705705944e+00 1.479399214615334834e+01 2.372519653206626700e+01 3.573743670549836793e+01 5.056710447853631507e+01 6.494440621362031152e+01 7.207442156854592952e+01 6.741735353453711355e+01 5.413765573710153944e+01 3.920331231333697986e+01 2.669777990540183410e+01 1.721927393938817019e+01 1.035726198145328958e+01 5.723592426628119512e+00 2.881397095620932713e+00 1.315656169414525234e+00 5.446867534704440406e-01 2.064158959127106729e-01 7.424041409290726978e-02 2.802669600086716076e-02 1.338642868615496848e-02 9.006940160218510072e-03 7.346672136851762833e-03 5.898822614341772512e-03 4.141744696750098743e-03 2.412171456565108917e-03 1.140378358037385164e-03 4.352408172738657030e-04 1.349980664428346571e-04
1.837997436646868321e+00 4.233292430983387256e+00 8.853933426194293688e+00 1.685978884855559201e+01 2.952121889261850640e+01 4.870334937806805442e+01 7.791023240114931525e+01 1.196024194263121103e+02 1.645629925462351935e+02 1.880982691675146725e+02 1.728239140239833773e+02 1.309102754089785776e+02 8.812036119664385581e+01 5.707902563787661165e+01 3.642450096730630094e+01 2.228500733322568550e+01 1.268160606726518047e+01 6.608594220427617572e+00 3.145182975423566951e+00 1.388335229039268537e+00 5.999760021470482707e-01 2.843700111088304228e-01 1.668650717468935785e-01 1.219042842302810459e-01 1.007861806761531226e-01 8.498280790869805479e-02 6.689564256036996392e-02 4.596670803770937924e-02 2.643354678541866981e-02 1.245467734483763494e-02 4.781354619832240901e-03 1.507752188768584972e-03
3.290497608969874310e+00 7.580107421711716142e+00 1.587005336020109780e+01 3.033580543648896821e+01 5.373770392842983767e+01 9.140587867614522111e+01 1.550301594717832927e+02 2.552846712389699633e+02 3.701130331525805559e+02 4.320181096449698543e+02 3.924767943244091839e+02 2.855337563566468475e+02 1.820559031067048750e+02 1.138801028743346109e+02 7.309469232170766873e+01 4.636161519545919418e+01 2.775295716917263178e+01 1.539923985367797776e+01 8.027458887780813512e+00 4.165304077502620217e+00 2.387392434056263113e+00 1.628857286562271023e+00 1.277139911671181682e+00 1.066015934048232694e+00 9.038890858736191580e-01 7.494526163618313586e-01 5.765037334351574838e-01 3.894071647719187235e-01 2.218182560776285062e-01 1.042467393814451582e-01 4.018231637407446155e-02 1.281581779385007960e-02
5.346709130388113351e+00 1.233346679894164133e+01 2.598604940682705688e+01 5.045330657337356683e+01 9.107772718604432782e+01 1.568235197531144536e+02 2.698106301386164887e+02 4.547085097906012834e+02 6.726555588113236581e+02 7.924317873921513637e+02 7.186899503776762685e+02 5.180471899899564505e+02 3.282169191153692509e+02 2.085202155376989310e+02 1.399557236935664264e+02 9.452427324953922039e+01 6.097136173804462089e+01 3.728558405887423532e+01 2.257293966488900239e+01 1.474499187289424462e+01 1.107050263854367955e+01 9.260486392422400570e+00 8.020763071199917604e+00 6.913638839494186783e+00 5.873706228251409200e+00 4.829761628320253131e+00 3.680972218129573204e+00 2.469561731140632155e+00 1.401438323059440716e+00 6.579497416130178911e-01 2.540147479496960292e-01 8.137747347102823603e-02
7.889476409443045846e+00 1.832142031625551226e+01 3.979255264392210734e+01 8.257066384933105496e+01 1.574907672012670616e+02 2.639865938666620764e+02 4.157017965932305970e+02 6.567767916880688972e+02 9.499920563691614461e+02 1.116297007440110519e+03 1.022217524269888941e+03 7.571331287005709783e+02 5.068395724986552864e+02 3.492338713305498459e+02 2.557165934511211844e+02 1.876421225769206558e+02 1.322140272476558778e+02 9.064465018539954144e+01 6.440223883671853855e+01 5.075309509168801725e+01 4.431609579742185900e+01 4.024567465155014645e+01 3.610331033087558694e+01 3.160852775672659476e+01 2.712722228252306067e+01 2.249894956179681671e+01 1.726633384051122277e+01 1.163842256378225848e+01 6.621537850667762015e+00 3.110858274617972263e+00 1.199737403399271596e+00 3.832179450397223963e-01
1.057921828971051070e+01 2.500180922750723767e+01 5.849113816740646854e+01 1.394771233894102807e+02 2.926323696481353522e+02 4.667676738488474371e+02 6.087925389035546004e+02 8.006592799860742389e+02 1.066914090872186762e+03 1.233863852215333281e+03 1.158595446270044704e+03 9.204241693087180920e+02 6.919797475902810220e+02 5.424181013305773149e+02 4.406816089185282408e+02 3.507680717207330758e+02 2.675833058878807833e+02 2.019058322046901708e+02 1.609140438019805970e+02 1.410254020074540620e+02 1.318431627052738691e+02 1.238932778002295265e+02 1.133584456522377195e+02 1.012940502256807918e+02 8.925536775574776982e+01 7.614874174222291003e+01 5.983097180892551847e+01 4.097510898020632908e+01 2.351310606592508634e+01 1.107233983630797702e+01 4.255033328632121581e+00 1.345610238449141072e+00
1.287903530029300114e+01 3.106047940226136461e+01 7.857904989188698153e+01 2.111231029159110051e+02 4.734671268101467945e+02 7.316618599570593915e+02 8.206522788958970978e+02 8.752708531298978869e+02 1.030407900981399507e+03 1.161670112150090517e+03 1.140800534233815142e+03 1.010793271687933043e+03 8.805978170012224382e+02 7.860149462700460390e+02 6.965306176826652518e+02 5.882954781138193994e+02 4.722511686897986465e+02 3.758365058262455136e+02 3.162357989737961361e+02 2.893410619505643808e+02 2.776241692767081304e+02 2.653673569870542224e+02 2.480043362097840998e+02 2.296577530865867516e+02 2.126454592906471532e+02 1.908362213482669745e+02 1.559889561469560135e+02 1.095731127869052983e+02 6.371757977889327407e+01 3.011115342715150334e+01 1.150884982847108162e+01 3.583356938380929169e+00
1.419453151901880261e+01 3.428641404405217941e+01 8.722955713399365152e+01 2.360800211197792748e+02 5.303717104626415448e+02 8.112517455181032346e+02 8.749567290032738356e+02 8.592507745811589075e+02 9.384638125541505360e+02 1.044324122090519268e+03 1.086636031474326501e+03 1.079317006871928697e+03 1.066010039532100336e+03 1.043766301096121651e+03 9.768061696279007720e+02 8.507199059914912596e+02 6.941705236499569764e+02 5.556846907334634125e+02 4.668161552188640258e+02 4.256031923642834727e+02 4.086950603900476153e+02 3.954215305344467311e+02 3.823262741707982855e+02 3.771613787199603962e+02 3.786086562012700369e+02 3.655400698459201294e+02 3.145391391265454786e+02 2.278182266151371778e+02 1.345298201115493271e+02 6.383166381778178788e+01 2.424671403820974547e+01 7.413693433787770459e+00
1.415967690963497105e+01 3.355446532048956243e+01 7.934257419648572807e+01 1.922641298636893623e+02 4.041248115557561391e+02 6.199968010424227032e+02 7.126076823912184182e+02 7.532744022212600612e+02 8.420065111030025946e+02 9.505228034169251714e+02 1.041385794287482895e+03 1.122213012865251358e+03 1.197853055780716886e+03 1.235746779001311552e+03 1.188399607652841041e+03 1.042663084563576376e+03 8.402368574345057368e+02 6.493020298107591088e+02 5.175373959591627226e+02 4.496933738652038528e+02 4.223398340646353972e+02 4.147372361020671860e+02 4.269664966876661083e+02 4.687459389918851684e+02 5.276979322344908496e+02 5.557684959714622437e+02 5.045352789453545483e+02 3.763392574553479335e+02 2.253919568358929837e+02 1.073328921171742252e+02 4.054356943354011378e+01 1.219051057904049351e+01
1.281967904106531364e+01 2.981371886879790267e+01 6.513950953918472919e+01 1.363778263242353717e+02 2.572829434709204293e+02 3.989017459082713799e+02 5.163617753866798239e+02 6.209163889131718861e+02 7.342798628587697749e+02 8.483879999726013921e+02 9.621990347690031058e+02 1.085741405460862552e+03 1.207598605961012481e+03 1.279405882495152355e+03 1.244011185612329427e+03 1.085525561289283360e+03 8.507032966202599482e+02 6.184013049888310434e+02 4.476624772771620542e+02 3.517980229784544122e+02 3.131469964111896616e+02 3.159897576175703762e+02 3.651992821825809870e+02 4.701458647609289301e+02 6.041416973323370030e+02 6.903618290331887692e+02 6.549047644933766605e+02 4.995783707345308926e+02 3.023148417581243734e+02 1.443421670250026523e+02 5.430318882453605056e+01 1.612692606774468729e+01
