5.963343361457833502e-01 9.296660006942504273e-01 1.414408195385248757e+00 2.100092865399054265e+00 3.043211906658381594e+00 4.304179722511261019e+00 5.942795081773606825e+00 8.012937605793720053e+00 1.055807700937964455e+01 1.360962929600794524e+01 1.718908811600126540e+01 2.131097498729086226e+01 2.597755330107243310e+01 3.115249578220098314e+01 3.670720314160752196e+01 4.235476611802457825e+01 4.761369006279458205e+01 5.185239380599976755e+01 5.443428594293865785e+01 5.491937759506991767e+01 5.322581598276759962e+01 4.966157132898289461e+01 4.480766060885102320e+01 3.931943741825662642e+01 3.374875796199250999e+01 2.845741575664395384e+01 2.362625413303301514e+01 1.931633122385300538e+01 1.553229360196919373e+01 1.226107089915747750e+01 9.484837808283554494e+00 7.179931070149221384e+00 5.313061935183363005e+00 3.840368603009045145e+00 2.709883610277138200e+00 1.865832381093593506e+00 1.253073966268200001e+00 8.206568432429226512e-01 5.241155488542663665e-01 3.265447714501455434e-01 1.986841327521878808e-01 1.183108610424825347e-01 6.922934276847229895e-02 4.010053894466625302e-02 2.329083332654366054e-02 1.385352668671276793e-02 8.697670523554405786e-03 5.954725925540167199e-03 4.525420698091700382e-03 3.775105259461679959e-03 3.341854295675730432e-03 3.023493394261449370e-03 2.714785982970163540e-03 2.372613525163484727e-03 1.994192459055436559e-03 1.600258389639717862e-03 1.220617842433019190e-03 8.826621742456469775e-04 6.042319027775612528e-04 3.913339688926178311e-04 2.398150539135291250e-04 1.391690836552962271e-04 7.660143061277219960e-05 4.009235503149050924e-05
8.600446566678687788e-01 1.340783932299647541e+00 2.039899838184538350e+00 3.028862410547773720e+00 4.389281200336930588e+00 6.208771871703146594e+00 8.575125641088616746e+00 1.157045797816688193e+01 1.526860285349790480e+01 1.973965942572790055e+01 2.506265618498060022e+01 3.133806683999233655e+01 3.867780086032541931e+01 4.714189687839463261e+01 5.660675357734437796e+01 6.659969507716876080e+01 7.619818232325100382e+01 8.411335866243587134e+01 8.900624026182390480e+01 8.993778247435122353e+01 8.673242393501644187e+01 8.004960289138151097e+01 7.112057927490113229e+01 6.130294564639740429e+01 5.168780960533392488e+01 4.291926592937755203e+01 3.523355527765097861e+01 2.861497898707033727e+01 2.295209760788024766e+01 1.813163364854576542e+01 1.406798082551877727e+01 1.069629822186160339e+01 7.956754065385515773e+00 5.784185102934552347e+00 4.105783427144102937e+00 2.844088963968894657e+00 1.921914176148465714e+00 1.266979691998512125e+00 8.152615064874961792e-01 5.128251870898681286e-01 3.163071164400090840e-01 1.923614734161631923e-01 1.164337175629852755e-01 7.119805709550519612e-02 4.493332756533019445e-02 3.002909642488203051e-02 2.173067804232341887e-02 1.716264025320188291e-02 1.462212099713325678e-02 1.310511368618740707e-02 1.201578532880887701e-02 1.100555552866099365e-02 9.891944176436044331e-03 8.615946772797396583e-03 7.209877955410116425e-03 5.762649982895126297e-03 4.382335699815696067e-03 3.163070109766074299e-03 2.163809426763046388e-03 1.402138133716314536e-03 8.608102465265665693e-04 5.011688850000705926e-04 2.772099390749742983e-04 1.460885410521016415e-04
1.210459169811749280e+00 1.887073819233063610e+00 2.871058889899701150e+00 4.263070658164139104e+00 6.178229667591459418e+00 8.740761331074605067e+00 1.207709722814557729e+01 1.631091108170688742e+01 2.156649342804457703e+01 2.798776708135558522e+01 3.577366438763581158e+01 4.521093214105890468e+01 5.665577685145068187e+01 7.039846907375746810e+01 8.637842912730347678e+01 1.038229299171313187e+02 1.210165612281698913e+02 1.354542584300709223e+02 1.444819625857901428e+02 1.462213876193956423e+02 1.403204471916441207e+02 1.281010516139284050e+02 1.120153189855842584e+02 9.472790314861484262e+01 7.831376210231206869e+01 6.390228731671832918e+01 5.178010534935121711e+01 4.173448823653288287e+01 3.339186818496289533e+01 2.641980736448513767e+01 2.058837557501408000e+01 1.575063550413060121e+01 1.180153711053658583e+01 8.646794731091604902e+00 6.188725000239097440e+00 4.324455298914797297e+00 2.950067640929399992e+00 1.966206523736547584e+00 1.282893628090511662e+00 8.227046887077962278e-01 5.221872365228316104e-01 3.317469112926931807e-01 2.143955681430869120e-01 1.438082415234192002e-01 1.021052656066659819e-01 7.768731252058030945e-02 6.333860075852065785e-02 5.470755542084716067e-02 4.919197589469676002e-02 4.519965619200062151e-02 4.171939070838756591e-02 3.811574624625014424e-02 3.405345936113658711e-02 2.946672897609584410e-02 2.451516738190732958e-02 1.950459932980925376e-02 1.478421464442854737e-02 1.064960090857690160e-02 7.279592437861116816e-03 4.719187917083539005e-03 2.902122396114748676e-03 1.694788058441232129e-03 9.417405716348695860e-04 4.994578608526154548e-04
1.662560191495940254e+00 2.591896566046721251e+00 3.943445793298310242e+00 5.855594382571398526e+00 8.486956258467841963e+00 1.200978644764326830e+01 1.660260896591955060e+01 2.244853811845034741e+01 2.975095983497661933e+01 3.877965522609724047e+01 4.994764474793834097e+01 6.388115623563917467e+01 8.138820041694836505e+01 1.031984832624407460e+02 1.294120421266651988e+02 1.587962765341484044e+02 1.883267513466850858e+02 2.134543991800149172e+02 2.292996390883326683e+02 2.323900873765403219e+02 2.220742507749862682e+02 2.007999065153746301e+02 1.730887142356495474e+02 1.438091652660656621e+02 1.166745261935051161e+02 9.359086917403993766e+01 7.487515543730370382e+01 5.992635352831863571e+01 4.788137590323218973e+01 3.800495241654496681e+01 2.980599856068561238e+01 2.299501969307245020e+01 1.739692583667914150e+01 1.288116659075339143e+01 9.324210830063838884e+00 6.596985752492736665e+00 4.565822435317768324e+00 3.098635301710551460e+00 2.071836676082503548e+00 1.375905923276262710e+00 9.188091407159599822e-01 6.271607200567084206e-01 4.454422653268627075e-01 3.338339694419529824e-01 2.652847304138735152e-01 2.223829784464545767e-01 1.944499657962638073e-01 1.751210149454924259e-01 1.605434741566083012e-01 1.482096164613068145e-01 1.363509199422327789e-01 1.237451747379217509e-01 1.097425219432285187e-01 9.431985996101888148e-02 7.803127376252087799e-02 6.181579167660004870e-02 4.671331609240143845e-02 3.358705549626778836e-02 2.294185319640688892e-02 1.487807582799899157e-02 9.163049485736287497e-03 5.365458539036696388e-03 2.993433400950987026e-03 1.596376921635867061e-03
2.228451557456779142e+00 3.474136798398489212e+00 5.285861504944596945e+00 7.849464952146511187e+00 1.137868274465195917e+01 1.610761532875138968e+01 2.228378470637866116e+01 3.017236756318339275e+01 4.009104942218722556e+01 5.249815803776638745e+01 6.813522333455046009e+01 8.815823441603717470e+01 1.140904576647550925e+02 1.473721387358432082e+02 1.883974627510902451e+02 2.352828078058002177e+02 2.830525122992339675e+02 3.240767296328543239e+02 3.501081428146196686e+02 3.552587156417498022e+02 3.384241464354516893e+02 3.037604754584839952e+02 2.589235151973853135e+02 2.121077579141000342e+02 1.694792240441511524e+02 1.340762225763312756e+02 1.062090216752286125e+02 8.463673642952139176e+01 6.771227215279391487e+01 5.406172690890268484e+01 4.278532893165228757e+01 3.337828432889205743e+01 2.557044421876494766e+01 1.919369474693828437e+01 1.410512159362305340e+01 1.015493093901937272e+01 7.180412633451636495e+00 5.011983630247978994e+00 3.483254114471391993e+00 2.440857066175005308e+00 1.751858491025197750e+00 1.307834803219072972e+00 1.025615676026582879e+00 8.453137700934074683e-01 7.265714147678603574e-01 6.439839167923152585e-01 5.825128755800677016e-01 5.334902305727664551e-01 4.915968559567721607e-01 4.529854249939206934e-01 4.144937782870767307e-01 3.736764971789563461e-01 3.292260832972658813e-01 2.813311356103579408e-01 2.316543551170410775e-01 1.828566308848152966e-01 1.378326762644455084e-01 9.894926980669098426e-02 6.754641449534024011e-02 4.381747656571693267e-02 2.701894952776276448e-02 1.585584185049583594e-02 8.875079470150494185e-03 4.754135612304810632e-03
2.914937612275307899e+00 4.544464467748920988e+00 6.914823048369376224e+00 1.027028018138637577e+01 1.489385920525429796e+01 2.110005616214674973e+01 2.922927163517338656e+01 3.965779784122042884e+01 5.285238450991798231e+01 6.950922374384774116e+01 9.078816689816963503e+01 1.185418900558235720e+02 1.552651786017802920e+02 2.033928628847545212e+02 2.637696479229202851e+02 3.336887664760690768e+02 4.055908018857971342e+02 4.677320887924368549e+02 5.073582418637092815e+02 5.153473382598003809e+02 4.899905121473124723e+02 4.377320432563886925e+02 3.704193812014360674e+02 3.006843711136658612e+02 2.379473406681754000e+02 1.867208251381617288e+02 1.472583186218397486e+02 1.174163347707487191e+02 9.446159077063938980e+01 7.614317945449468539e+01 6.100859107394563097e+01 4.827425644734681498e+01 3.756341820593618763e+01 2.868427150505109680e+01 2.149512207888047755e+01 1.584178480318900739e+01 1.153949485585790313e+01 8.377944431565738981e+00 6.136344406609692825e+00 4.600760722754392518e+00 3.579046393474609289e+00 2.910830048506171774e+00 2.471781827621672534e+00 2.172717872507421877e+00 1.954894372465204366e+00 1.783109942659346858e+00 1.638155147527733169e+00 1.509905482512363228e+00 1.392036999578821099e+00 1.278937062964962124e+00 1.164857970373080587e+00 1.044782219608211715e+00 9.160185141188488256e-01 7.794392007141572876e-01 6.395906305036727080e-01 5.035270425821460893e-01 3.788369472768753354e-01 2.716541309625023493e-01 1.853564473817159719e-01 1.202666190830075088e-01 7.422561470645484827e-02 4.362885941158436975e-02 2.447896438283348949e-02 1.315509171011151716e-02
3.721003860012952025e+00 5.801519879561927162e+00 8.829272616889820569e+00 1.312028888885460454e+01 1.904764252628775267e+01 2.703880621182780430e+01 3.757214474380177904e+01 5.118116896995364584e+01 6.850346833338554120e+01 9.045173263610998049e+01 1.185633317421015818e+02 1.554016786756690180e+02 2.045699208479150286e+02 2.697322329552364408e+02 3.523724956048229728e+02 4.489154044680108200e+02 5.488290929734189376e+02 6.355778841982058793e+02 6.911483620398241783e+02 7.026479254104003758e+02 6.676630209300819843e+02 5.952983062105363388e+02 5.022687098684352804e+02 4.063484812769866608e+02 3.207126422087746391e+02 2.515485299530784289e+02 1.989993287140288487e+02 1.598302793643029531e+02 1.300140111863898653e+02 1.062660675277703461e+02 8.649799125099305286e+01 6.962816736009918372e+01 5.519592369596755788e+01 4.302777575501237095e+01 3.302648284807354173e+01 2.506590377240134870e+01 1.895488705012375164e+01 1.444060202532787152e+01 1.123181907811482816e+01 9.029197472989105577e+00 7.553708574197727899e+00 6.567680540351345186e+00 5.886090027654519830e+00 5.378311692799874422e+00 4.962217000906200326e+00 4.593297904172688462e+00 4.251663324569153524e+00 3.929602144462246649e+00 3.622005395974787767e+00 3.321184422471748832e+00 3.016433105513509183e+00 2.697253449931253488e+00 2.357999683646762712e+00 2.001366737029906417e+00 1.638899393171877161e+00 1.288210693682964703e+00 9.681230221946297565e-01 6.937402043011439146e-01 4.732265199725344540e-01 3.070871124749794401e-01 1.896278739217587272e-01 1.115680509811614873e-01 6.268678899958207706e-02 3.375263380070333413e-02
4.635598237090583496e+00 7.228714544886988946e+00 1.100689528605249023e+01 1.637741040396964820e+01 2.384250788281715927e+01 3.401524100637549708e+01 4.761858935316181629e+01 6.544132322657702616e+01 8.828445497166281086e+01 1.170712528030190072e+02 1.533370245475859974e+02 1.999920440471012739e+02 2.616261886560316157e+02 3.433141780952829549e+02 4.475087275092986943e+02 5.700374115802728738e+02 6.975264150511536627e+02 8.086888430225163802e+02 8.802772180896622558e+02 8.956536440287186451e+02 8.516948357039975690e+02 7.601036386660894095e+02 6.423501271693447734e+02 5.212214416450591443e+02 4.135344646921427056e+02 3.270720396074811447e+02 2.618203275674112547e+02 2.134309265050526392e+02 1.765791396702602754e+02 1.469636763898453466e+02 1.218999318834065946e+02 1.000710025036580504e+02 8.101155507349031382e+01 6.465019242770821961e+01 5.100846519342923813e+01 4.004148442159278432e+01 3.157738531463107989e+01 2.531888426947331538e+01 2.088015830025406316e+01 1.783879264021897981e+01 1.578726233491848774e+01 1.437335910470715561e+01 1.332423098529595151e+01 1.245331286393925652e+01 1.165264639222503718e+01 1.087489098749574623e+01 1.011016594326653184e+01 9.363123945678815119e+00 8.635291887905141905e+00 7.916343206653959186e+00 7.185378447872387220e+00 6.419981509963861299e+00 5.608041113899918884e+00 4.756481337941703913e+00 3.892745542097170386e+00 3.058391295610514149e+00 2.297714734612001042e+00 1.646175331129989150e+00 1.122829390668038663e+00 7.286559433365188410e-01 4.500189806998792230e-01 2.648440861959848180e-01 1.488696140363791609e-01 8.020085704744839283e-02
5.636162058521652085e+00 8.792330027778763935e+00 1.340300187655251030e+01 2.000030318412251518e+01 2.929666114282676403e+01 4.225471493950117008e+01 6.009069297005439125e+01 8.407232706795383592e+01 1.151120484022651596e+02 1.535686437088866967e+02 1.999227710664233086e+02 2.563658445211734715e+02 3.279749892148694812e+02 4.215069825560777872e+02 5.411443098999767471e+02 6.829847792240589115e+02 8.316711537561743626e+02 9.620973386393875444e+02 1.046745641432362390e+03 1.065934605034147353e+03 1.015921934757219901e+03 9.103733108112876380e+02 7.743780903685214980e+02 6.345259374037498219e+02 5.103691834094102546e+02 4.108450155427449317e+02 3.357452348437544742e+02 2.798013149107697473e+02 2.366534272423068046e+02 2.012245342064651368e+02 1.704322978053049269e+02 1.428919658969573163e+02 1.182836438459607393e+02 9.677278278566006975e+01 7.861086348184514350e+01 6.391078376954715168e+01 5.255519212188246314e+01 4.419723317870763424e+01 3.831938042983144754e+01 3.432015280614943720e+01 3.160306721353561343e+01 2.964907175068019640e+01 2.806203694037326457e+01 2.658459375985136575e+01 2.508732766783067092e+01 2.353801238464525625e+01 2.195989428131228038e+01 2.038944695300272869e+01 1.884403692187314761e+01 1.730751821948560121e+01 1.573638867432288535e+01 1.408193460036364542e+01 1.231762430053921165e+01 1.045906690469959699e+01 8.567543782950750142e+00 6.735842663968026223e+00 5.062970267221733600e+00 3.628390657086584259e+00 2.475161143715695289e+00 1.606161348974354031e+00 9.917422313318994265e-01 5.834187183750236816e-01 3.277430862538487366e-01 1.764223082978222668e-01
6.688276016525700030e+00 1.044113753494606911e+01 1.595073345109645935e+01 2.393164275325056778e+01 3.545813922537415408e+01 5.216069526798635536e+01 7.623843637153933628e+01 1.098811989877766564e+02 1.540089373885751627e+02 2.072734393053412418e+02 2.670190540529216605e+02 3.326387058261299217e+02 4.087838382597561804e+02 5.045413763422190527e+02 6.274277120775584535e+02 7.755503655506817040e+02 9.331752399193419478e+02 1.073024493161742612e+03 1.164981226575707296e+03 1.187526556718225265e+03 1.136426236198079550e+03 1.026148615312968559e+03 8.833562621802529975e+02 7.362722248497594819e+02 6.055706913243443523e+02 5.005733997181216637e+02 4.208382241644284250e+02 3.605507114032468508e+02 3.128049456695296158e+02 2.721834666861832375e+02 2.355447452708595790e+02 2.016994813345608009e+02 1.706913539465249414e+02 1.431083284124777606e+02 1.195801218047545262e+02 1.004768316854513728e+02 8.577864946462972284e+01 7.507788058165428424e+01 6.767156974490488608e+01 6.270127738586629107e+01 5.929964973512726090e+01 5.671259449034435818e+01 5.437843982669711806e+01 5.195762807927883387e+01 4.931603201302395689e+01 4.647186925800245660e+01 4.352148706327050576e+01 4.056328272932086065e+01 3.764020505936280614e+01 3.471712892937068773e+01 3.169873140558793878e+01 2.847874356691279019e+01 2.499866898463744036e+01 2.128997517216863855e+01 1.748138551215361502e+01 1.376891829605663453e+01 1.036259907307274375e+01 7.432191405289986008e+00 5.071572304287673916e+00 3.290538301494167595e+00 2.030556540383718023e+00 1.193232123506444697e+00 6.692380485985227612e-01 3.594683370086958485e-01
