9.317072314518875381e-04 2.145815827379153606e-03 4.486361175302430032e-03 8.525329076705705916e-03 1.479399214615335217e-02 2.372519653206626652e-02 3.573743670549836549e-02 5.056710447853630941e-02 6.494440621362029820e-02 7.207442156854593218e-02 6.741735353453710833e-02 5.413765573710153933e-02 3.920331231333698541e-02 2.669777990540183471e-02 1.721927393938817163e-02 1.035726198145328972e-02 5.723592426628118686e-03 2.881397095620932131e-03 1.315656169414525060e-03 5.446867534704440865e-04 2.064158959127106586e-04 7.424041409290725591e-05 2.802669600086716141e-05 1.338642868615496928e-05 9.006940160218510885e-06 7.346672136851762819e-06 5.898822614341772119e-06 4.141744696750099360e-06 2.412171456565109221e-06 1.140378358037385252e-06 4.352408172738656810e-07 1.349980664428346516e-07
1.837997436646868687e-03 4.233292430983387478e-03 8.853933426194292994e-03 1.685978884855558746e-02 2.952121889261850526e-02 4.870334937806805597e-02 7.791023240114930415e-02 1.196024194263120982e-01 1.645629925462351872e-01 1.880982691675147089e-01 1.728239140239833382e-01 1.309102754089785936e-01 8.812036119664386213e-02 5.707902563787660422e-02 3.642450096730629611e-02 2.228500733322568567e-02 1.268160606726518105e-02 6.608594220427617752e-03 3.145182975423566844e-03 1.388335229039268544e-03 5.999760021470482759e-04 2.843700111088304249e-04 1.668650717468935917e-04 1.219042842302810116e-04 1.007861806761531365e-04 8.498280790869805175e-05 6.689564256036995915e-05 4.596670803770938174e-05 2.643354678541866556e-05 1.245467734483763462e-05 4.781354619832241525e-06 1.507752188768584760e-06
3.290497608969874394e-03 7.580107421711716753e-03 1.587005336020110013e-02 3.033580543648896691e-02 5.373770392842983079e-02 9.140587867614521911e-02 1.550301594717832798e-01 2.552846712389699735e-01 3.701130331525805950e-01 4.320181096449698388e-01 3.924767943244091839e-01 2.855337563566468506e-01 1.820559031067048861e-01 1.138801028743346155e-01 7.309469232170767716e-02 4.636161519545919235e-02 2.775295716917263247e-02 1.539923985367797933e-02 8.027458887780815344e-03 4.165304077502620522e-03 2.387392434056262620e-03 1.628857286562271139e-03 1.277139911671181741e-03 1.066015934048232441e-03 9.038890858736191476e-04 7.494526163618313178e-04 5.765037334351574621e-04 3.894071647719187456e-04 2.218182560776285400e-04 1.042467393814451527e-04 4.018231637407445602e-05 1.281581779385007955e-05
5.346709130388112470e-03 1.233346679894163980e-02 2.598604940682705533e-02 5.045330657337356722e-02 9.107772718604432993e-02 1.568235197531144820e-01 2.698106301386165029e-01 4.547085097906012896e-01 6.726555588113236617e-01 7.924317873921513655e-01 7.186899503776763565e-01 5.180471899899563581e-01 3.282169191153692100e-01 2.085202155376988942e-01 1.399557236935664584e-01 9.452427324953921461e-02 6.097136173804462017e-02 3.728558405887422850e-02 2.257293966488900516e-02 1.474499187289424369e-02 1.107050263854367916e-02 9.260486392422398461e-03 8.020763071199917688e-03 6.913638839494186568e-03 5.873706228251408465e-03 4.829761628320252721e-03 3.680972218129573235e-03 2.469561731140631870e-03 1.401438323059440820e-03 6.579497416130178616e-04 2.540147479496960995e-04 8.137747347102824319e-05
7.889476409443044874e-03 1.832142031625551282e-02 3.979255264392211194e-02 8.257066384933105241e-02 1.574907672012670623e-01 2.639865938666620671e-01 4.157017965932306436e-01 6.567767916880690171e-01 9.499920563691615083e-01 1.116297007440110622e+00 1.022217524269888766e+00 7.571331287005709232e-01 5.068395724986552997e-01 3.492338713305498943e-01 2.557165934511211880e-01 1.876421225769206724e-01 1.322140272476559075e-01 9.064465018539955010e-02 6.440223883671852834e-02 5.075309509168801636e-02 4.431609579742185057e-02 4.024567465155014928e-02 3.610331033087558344e-02 3.160852775672659543e-02 2.712722228252305995e-02 2.249894956179681466e-02 1.726633384051122141e-02 1.163842256378225942e-02 6.621537850667762182e-03 3.110858274617972659e-03 1.199737403399271651e-03 3.832179450397224627e-04
1.057921828971051040e-02 2.500180922750723858e-02 5.849113816740646871e-02 1.394771233894102624e-01 2.926323696481353265e-01 4.667676738488473198e-01 6.087925389035546697e-01 8.006592799860742238e-01 1.066914090872186804e+00 1.233863852215333345e+00 1.158595446270044516e+00 9.204241693087180654e-01 6.919797475902810246e-01 5.424181013305773291e-01 4.406816089185282559e-01 3.507680717207330989e-01 2.675833058878808179e-01 2.019058322046901610e-01 1.609140438019805996e-01 1.410254020074540593e-01 1.318431627052738808e-01 1.238932778002295315e-01 1.133584456522377104e-01 1.012940502256808040e-01 8.925536775574777204e-02 7.614874174222290015e-02 5.983097180892551353e-02 4.097510898020633591e-02 2.351310606592508720e-02 1.107233983630797648e-02 4.255033328632121595e-03 1.345610238449140980e-03
1.287903530029300275e-02 3.106047940226136506e-02 7.857904989188696510e-02 2.111231029159109929e-01 4.734671268101467989e-01 7.316618599570594572e-01 8.206522788958972026e-01 8.752708531298979411e-01 1.030407900981399782e+00 1.161670112150090528e+00 1.140800534233815000e+00 1.010793271687933093e+00 8.805978170012223050e-01 7.860149462700459777e-01 6.965306176826653317e-01 5.882954781138194367e-01 4.722511686897986061e-01 3.758365058262455038e-01 3.162357989737961672e-01 2.893410619505644155e-01 2.776241692767081881e-01 2.653673569870542703e-01 2.480043362097841264e-01 2.296577530865867578e-01 2.126454592906471264e-01 1.908362213482669989e-01 1.559889561469560149e-01 1.095731127869053051e-01 6.371757977889327962e-02 3.011115342715150328e-02 1.150884982847108148e-02 3.583356938380929599e-03
1.419453151901880344e-02 3.428641404405217974e-02 8.722955713399366262e-02 2.360800211197792708e-01 5.303717104626415324e-01 8.112517455181031956e-01 8.749567290032738143e-01 8.592507745811589492e-01 9.384638125541504561e-01 1.044324122090519058e+00 1.086636031474326636e+00 1.079317006871928886e+00 1.066010039532100162e+00 1.043766301096121563e+00 9.768061696279007888e-01 8.507199059914911654e-01 6.941705236499570164e-01 5.556846907334634933e-01 4.668161552188640484e-01 4.256031923642835113e-01 4.086950603900476042e-01 3.954215305344467302e-01 3.823262741707982859e-01 3.771613787199603607e-01 3.786086562012699885e-01 3.655400698459201347e-01 3.145391391265455194e-01 2.278182266151371760e-01 1.345298201115493475e-01 6.383166381778178355e-02 2.424671403820974694e-02 7.413693433787770307e-03
1.415967690963497103e-02 3.355446532048956404e-02 7.934257419648571563e-02 1.922641298636893481e-01 4.041248115557561360e-01 6.199968010424227183e-01 7.126076823912184111e-01 7.532744022212600754e-01 8.420065111030026195e-01 9.505228034169251883e-01 1.041385794287482902e+00 1.122213012865251436e+00 1.197853055780716769e+00 1.235746779001311690e+00 1.188399607652841139e+00 1.042663084563576481e+00 8.402368574345058239e-01 6.493020298107591293e-01 5.175373959591628159e-01 4.496933738652038604e-01 4.223398340646353777e-01 4.147372361020670861e-01 4.269664966876660639e-01 4.687459389918852137e-01 5.276979322344907963e-01 5.557684959714622730e-01 5.045352789453545483e-01 3.763392574553479086e-01 2.253919568358929704e-01 1.073328921171742278e-01 4.054356943354011505e-02 1.219051057904049426e-02
1.281967904106531483e-02 2.981371886879790115e-02 6.513950953918473674e-02 1.363778263242353406e-01 2.572829434709204555e-01 3.989017459082714323e-01 5.163617753866798221e-01 6.209163889131719127e-01 7.342798628587698939e-01 8.483879999726013921e-01 9.621990347690031475e-01 1.085741405460862286e+00 1.207598605961012428e+00 1.279405882495152191e+00 1.244011185612329484e+00 1.085525561289283569e+00 8.507032966202598967e-01 6.184013049888310576e-01 4.476624772771620742e-01 3.517980229784544166e-01 3.131469964111897042e-01 3.159897576175703104e-01 3.651992821825810198e-01 4.701458647609288999e-01 6.041416973323370243e-01 6.903618290331887675e-01 6.549047644933767565e-01 4.995783707345309299e-01 3.023148417581243419e-01 1.443421670250026878e-01 5.430318882453604584e-02 1.612692606774468809e-02
