8.213064243793487549e+02 7.330244641974568367e+02 6.838162165060639381e+02 8.025604914799332619e+02 1.116699739962816238e+03 1.148000917047262192e+03 1.048684401825070381e+03 1.014392951518297195e+03 8.486132959574460983e+02 9.610246023237705231e+02 1.314238749921321869e+03 1.540861296951770782e+03 1.330049907892942429e+03 1.390529866218566895e+03 1.426936027377843857e+03 1.180403123825788498e+03 1.081137574151158333e+03 1.503863554447889328e+03 1.659706390172243118e+03 1.443908698916435242e+03 1.167772398278117180e+03 1.450103982627391815e+03 1.448564030140638351e+03 1.749285328924655914e+03 1.503033532768487930e+03 9.683301328271627426e+02
9.137648985087871552e+02 9.895958311706781387e+02 1.151640182510018349e+03 1.135532884165644646e+03 1.169852167963981628e+03 1.406260198831558228e+03 1.516693076610565186e+03 1.407357765525579453e+03 1.215974746301770210e+03 1.019995181694626808e+03 9.670859892070293427e+02 1.167616185739636421e+03 1.543534644067287445e+03 1.663183527708053589e+03 1.459656338989734650e+03 1.209317928105592728e+03 1.273932136192917824e+03 1.654710323661565781e+03 1.659986182361841202e+03 1.334485607445240021e+03 1.491979934930801392e+03 1.761407173603773117e+03 1.591575367569923401e+03 1.802915699928998947e+03 1.532293391257524490e+03 1.079884221047163010e+03
9.012984986901283264e+02 1.010241607889533043e+03 1.209235083073377609e+03 1.273265478223562241e+03 1.292228663951158524e+03 1.327528664320707321e+03 1.416780101954936981e+03 1.484749078869819641e+03 1.576787960141897202e+03 1.609914318531751633e+03 1.351344822749495506e+03 1.206153467118740082e+03 1.683159129768610001e+03 1.833476189345121384e+03 1.786005983531475067e+03 1.605566671997308731e+03 1.226604991585016251e+03 1.628191636174917221e+03 1.664021458983421326e+03 1.490803441077470779e+03 1.691076906502246857e+03 1.863372967571020126e+03 1.832221418321132660e+03 1.716023188769817352e+03 1.474753036618232727e+03 1.162900919392704964e+03
8.277108818739652634e+02 8.080174506157636642e+02 8.751744099855422974e+02 9.526949044167995453e+02 1.137166142538189888e+03 1.212465736106038094e+03 1.388780721604824066e+03 1.494326458036899567e+03 1.790607214570045471e+03 1.692430659204721451e+03 1.700375052452087402e+03 1.598444177150726318e+03 1.663590605646371841e+03 1.949795344680547714e+03 1.716719252467155457e+03 1.441308534264564514e+03 1.732987003117799759e+03 1.846054077506065369e+03 2.020551553457975388e+03 1.817853488743305206e+03 1.785341397643089294e+03 1.844039044380187988e+03 1.779662516266107559e+03 1.623736537307500839e+03 1.547419829398393631e+03 1.052670374020934105e+03
7.062261732816696167e+02 8.732150845974683762e+02 9.857456959187984467e+02 9.668332015126943588e+02 8.970893523246049881e+02 9.012320659011602402e+02 1.013150932773947716e+03 1.217920130297541618e+03 1.506981975436210632e+03 1.877065152376890182e+03 2.102255432933568954e+03 2.042867068380117416e+03 1.845687963962554932e+03 1.840694519579410553e+03 1.672029528766870499e+03 1.804104496985673904e+03 2.025941483736038208e+03 2.031691632509231567e+03 1.996652912467718124e+03 1.806341879636049271e+03 1.767636790722608566e+03 1.822011813133955002e+03 1.694061995774507523e+03 1.499444588959217072e+03 1.159025132924318314e+03 1.072285382896661758e+03
7.157177669852972031e+02 9.126990552395582199e+02 1.032159692376852036e+03 1.150331049978733063e+03 1.274493221879005432e+03 1.344139888897538185e+03 1.089204036161303520e+03 1.450925370275974274e+03 1.727111253052949905e+03 1.872874956905841827e+03 2.282187308847904205e+03 2.485240708947181702e+03 2.237359977275133133e+03 2.262229566186666489e+03 2.120225006103515625e+03 2.105574425041675568e+03 1.977915242314338684e+03 1.740339410305023193e+03 1.584216141045093536e+03 1.622687900573015213e+03 1.584876159787178040e+03 1.303530064523220062e+03 1.215639765560626984e+03 1.213773861944675446e+03 1.274093143522739410e+03 1.317778805702924728e+03
6.564358874112367630e+02 7.420263452082872391e+02 9.605154988467693329e+02 1.256444045379757881e+03 1.421977085769176483e+03 1.583324054330587387e+03 1.547055235713720322e+03 1.369134156912565231e+03 1.692908687144517899e+03 2.193091117858886719e+03 2.524261174619197845e+03 3.010302611768245697e+03 3.066598335862159729e+03 2.942369029104709625e+03 2.725369051516056061e+03 2.488786240190267563e+03 2.089519095003604889e+03 1.809613472789525986e+03 1.895177251428365707e+03 1.855055221229791641e+03 1.562729470938444138e+03 1.367905976653099060e+03 1.710173514038324356e+03 1.658869395732879639e+03 1.623598072886466980e+03 1.396856329381465912e+03
1.098757152125239372e+03 8.495240573734045029e+02 8.636181325465440750e+02 8.541273548305034637e+02 1.010268232494592667e+03 1.228126258522272110e+03 1.564936585962772369e+03 1.807667936027050018e+03 1.920075255602598190e+03 2.260551706314086914e+03 2.763209928452968597e+03 3.443768310666084290e+03 3.978411370158195496e+03 3.991766571462154388e+03 3.369095630645751953e+03 2.803587936103343964e+03 2.547966680765151978e+03 2.291641277372837067e+03 2.100345184117555618e+03 1.919477597117424011e+03 1.871674421399831772e+03 1.852709195613861084e+03 1.714820431858301163e+03 1.674819900393486023e+03 1.528389332532882690e+03 1.405470111161470413e+03
1.106731039196252823e+03 9.608011350333690643e+02 1.322448323801159859e+03 1.063727548450231552e+03 1.081765227943658829e+03 1.152970120534300804e+03 1.296619363322854042e+03 1.483259731501340866e+03 2.017599173456430435e+03 2.290177223145961761e+03 2.611751829028129578e+03 3.054389932870864868e+03 3.639462125182151794e+03 3.748720411062240601e+03 3.313642946064472198e+03 2.917144468605518341e+03 2.670529239892959595e+03 2.539392982125282288e+03 2.194115318596363068e+03 1.862214129418134689e+03 1.646704759508371353e+03 1.803261633157730103e+03 1.641744825392961502e+03 1.436034815967082977e+03 1.311756069734692574e+03 1.052971434548497200e+03
1.299496813058853149e+03 1.075140709280967712e+03 1.422495617747306824e+03 1.264146230012178421e+03 1.017241152361035347e+03 1.347522932797670364e+03 1.482182126313447952e+03 1.630281510055065155e+03 1.710766584813594818e+03 1.907714924752712250e+03 2.265226423472166061e+03 2.507856517493724823e+03 2.627982404708862305e+03 2.672040956974029541e+03 2.528191114306449890e+03 2.500738800644874573e+03 2.055282617092132568e+03 1.989346945375204086e+03 2.040384148150682449e+03 1.795808804988861084e+03 1.601327492266893387e+03 1.320829781219363213e+03 1.121806174263358116e+03 1.430452102497220039e+03 1.138246285855770111e+03 1.105983267366886139e+03
