-9.841269841269841834e-01 -9.682539682539682557e-01 5.315229623629876693e-02
1.809523809523809312e+00 5.238095238095237249e-01 5.026944424065495770e-02
-2.222222222222223209e-01 9.682539682539681447e-01 5.865363559012422290e-02
5.396825396825395416e-01 -4.285714285714286031e-01 5.052785956440822290e-02
-1.682539682539682557e+00 3.968253968253967479e-01 5.008259889869798309e-02
-4.761904761904762751e-01 -4.761904761904767192e-02 1.089177778675810560e+00
7.301587301587302292e-01 5.873015873015872135e-01 5.017186708864409400e-02
1.428571428571428381e+00 -3.015873015873016261e-01 5.049854076066532388e-02
-1.619047619047619069e+00 -4.285714285714286031e-01 7.130211979333386796e-02
-1.047619047619047672e+00 9.047619047619046562e-01 5.793250500065443009e-02
-2.222222222222223209e-01 -7.777777777777777901e-01 5.212437590664967257e-02
9.523809523809489974e-02 3.333333333333332593e-01 6.584959429759998928e-01
-1.111111111111111160e+00 7.936507936507930516e-02 7.199422057553608312e-01
1.301587301587301404e+00 8.730158730158730229e-01 5.638092852331937077e-02
1.238095238095238138e+00 2.698412698412697708e-01 7.361832929595242270e-01
-6.031746031746032521e-01 5.238095238095237249e-01 5.471617139205580127e-01
-9.206349206349206948e-01 -4.285714285714286031e-01 1.051037817300066068e+00
3.174603174603163325e-02 -2.380952380952381375e-01 4.114208693767820169e-01
7.301587301587302292e-01 4.761904761904744987e-02 4.247134394718774519e-01
2.857142857142855874e-01 7.777777777777776791e-01 5.018016481219898794e-02
1.746031746031746046e+00 4.761904761904744987e-02 7.961244104935859267e-02
9.841269841269841834e-01 -3.650793650793651146e-01 6.353270944507119489e-02
-1.238095238095238138e+00 4.920634920634920917e-01 2.234446057342677761e-01
-1.365079365079365115e+00 -7.777777777777777901e-01 5.382746279926468175e-02
-1.746031746031746046e+00 -1.587301587301592765e-02 6.566722763425378306e-02
-4.761904761904762751e-01 -4.603174603174603474e-01 5.350152690336125172e-01
-6.031746031746032521e-01 -8.730158730158730229e-01 9.959895494059577137e-02
3.492063492063488539e-01 -1.587301587301592765e-02 4.880910877881029508e-01
-6.666666666666667407e-01 9.682539682539681447e-01 5.704343163567193037e-02
-2.222222222222223209e-01 5.555555555555553582e-01 6.201039451531917823e-01
-1.301587301587301626e+00 -2.380952380952381375e-01 6.831982401325062959e-01
4.761904761904762751e-01 3.333333333333332593e-01 1.840154919084562302e-01
-7.936507936507937178e-01 2.380952380952381375e-01 8.292904062516843755e-01
1.428571428571428381e+00 5.555555555555553582e-01 3.523337323968159795e-01
-1.587301587301588324e-01 7.936507936507930516e-02 1.186993602000662396e+00
1.111111111111110716e+00 -4.761904761904767192e-02 4.012704684865822102e-01
-1.428571428571428603e+00 1.746031746031744269e-01 3.054289414549892778e-01
9.523809523809489974e-02 -5.555555555555555802e-01 5.808954723113479712e-02
-7.936507936507937178e-01 -1.111111111111111605e-01 1.103076677467192068e+00
-9.206349206349206948e-01 5.873015873015872135e-01 2.991228329548200060e-01
9.841269841269841834e-01 8.095238095238093123e-01 5.178593945857089265e-02
-4.126984126984127865e-01 2.698412698412697708e-01 1.171800532127274863e+00
1.428571428571428381e+00 1.587301587301581662e-02 3.521335070815539980e-01
9.206349206349204728e-01 3.015873015873014040e-01 3.737376452098958302e-01
-1.365079365079365115e+00 7.777777777777776791e-01 5.063687086656051134e-02
1.619047619047618625e+00 3.015873015873014040e-01 2.761454042750692839e-01
1.111111111111110716e+00 5.238095238095237249e-01 4.033812555775593278e-01
-8.571428571428572063e-01 -7.142857142857143016e-01 3.849372392216584560e-01
